text,label_raw,label_resiko_hoaks
Biji nya jangan d telen ntar usus buntu bep,hoax,100
"@kopijalang
kangmasdabrosis,pagi tdi aku sadar kalo dilambung ada kebuntuan,apa bnar kebanyakan ngopi bikin usus buntu?@biji_kopi_",hoax,100
"[BENAR] Usus Buntu Bukan Disebabkan Oleh Menelan Biji Jambu

Dokter Sehat: ""Pakar kesehatan dan gizi bernama Inge Permadhi menyebutkan bahwa tanpa sengaja menelan biji jambu atau biji ..."", selengkapnya di bagian PENJELASAN dan REFERENSI.

http://bit.ly/2BuYUs7 #LawanHoax",valid,0
Yg kek gini baru bisa bikin usus buntu. Biji cabenya bisa nyelip.,hoax,100
"""Seperti kebanyakan virus lain, virus ini tidak boleh hidup dalam persekitaran yang kering seperti tablet paracetamol""",hoax,100
"Peringatan Urgent! Hati-hati untuk tidak menggunakan parasetamol yang datang ditulis P/500 ini adalah parasetamol baru, sangat putih dan mengkilap, mengandung ""machupo"" virus, dianggap salah satu virus yang paling berbahaya di dunia. . .",hoax,100
Kenyataan Akhbar KPK 8 Februari 2017 – Isu Tablet Paracetamol Mengandungi Virus “Machupo”… http://kpkesihatan.com/2017/02/08/kenyataan-akhbar-kpk-8-februari-2017-isu-tablet-paracetamol-mengandungi-virus-machupo-yang-tersebar-luas-di-laman-media-sosial,valid,0
"2.Hingga kini 
@BPOM_RI
 tdk pernah menerima laporan kredibel yg mendukung klaim bahwa virus Machupo ditemukan dlm obat Parasetamol",valid,0
"jadi syarat administrasi ,fotokopi bukti vaksin dan ktp",hoax,100
Setelah masa-masa kaya gini pasti semua administrasi kependudukan bakal mewajibkan surat/kartu bukti vaksin.,hoax,100
" Ketika vaksin covid msh diberikan gratis,

PushpinMANFAATKAN KESEMPATAN TSB

Ketika Anda diundang, trus ga dateng, ga masalah juga sih!

Tapi, ketika nanti smua persyaratan administrasi mewajibkan anda menunjukkan bukti sdh di vaksin

Pushpin MOHON MAAF KESEMPATAN ITU SUDAH LEWAT.",hoax,100
"nolak vaksin bangga? awamu gurung ngrasakne ae ribet e administrasi negoromu. saiki gurung kroso, ga menutup kemungkinan nek nang ngarepe sembarang syarat e kudu nyertakan bukti telah di vaksin. Rolling on the floor laughing",hoax,100
"Habis vaksinasi ini pasti bakal ada persyaratan administrasi dan persyaratan perjalanan yang harus pakai bukti bahwa telah di vaksin. 

Bobroknya Negeriku.",hoax,100
"NAH ekwkwkw
tp kayaknya nanti ada aja beberapa administrasi yg harus ada bukti udah vaksin Face with hand over mouth kalau ga mau vaksin wajib PCR

heran kmren dibandung bejibun antri vaksin, tadi cek jadwan disindang banyak kosong",hoax,100
yuhu indonesia sekarang termasuk kategori extremely high risk virus covid loh guysSmiling face with tear,hoax,100
"Indonesia masuk dalam kategori Extremely High-risk Covid-19 :"")

Astaga sedih + ngeri banget dengernya Loudly crying faceBroken heart",hoax,100
"Indonesia masuk kategori A1 High Risk Covid. artinya negara manapun berhak melarang Indonesia masuk ke negaranya. TAPIII, pertanyaan w, knp WNA masih tetap masuk ke Indonesia?Upside-down face",hoax,100
"Masih ingat pernyataan LBP diawal pandemi Covid-19? TKA China pun banjiri Indonesia.

Saat ini, WHO pun menetapkan Indonesia masuk negara A1 High Risk, artinya: Negara lain berhak menolak warga Indonesia masuk ke negaranya.

Ayo, bangkit dan bergeraklah selamatkan Indonesia. Raised fist",hoax,100
indonesia sekarang termasuk kategori extremely high risk virus covid loh guysExploding head,hoax,100
"Juru Bicara Vaksinasi Covid-19 Kemenkes, dr Siti Nadia Tarmizi menjelaskan bahwa WHO tak pernah membuat klasifikasi untuk suatu negara terkait pandemi Covid-19. Hal ini menanggapi beredarnya informasi hoax Indonesia masuk sbg negara A1 High Risk Covid-19.",valid,0
"Belum lagi hilang dari ingatan, kalau ada seorang janda hamil tampa suami di cianjur, 
Dan sekarang muncul lagi berita seorang wanita yang dihamili ikan, 
Kutukan apa yang menimpa kedua wanita semacam ini,",hoax,100
Wanita ini ngaku dihamili oleh ikan,hoax,100
"Wanita Ini Mengaku Dihamili oleh Ikan, Berikut Gambar Janinnya. > https://bit.ly/2RvDDV6",hoax,100
Percaya Takhayul Wanita Ini Ngaku Dihamili Ikan - ZoyaQQ Lounge http://zoyaqqlounge.com/masih-percaya-takhayul-wanita-ini-mengaku-dihamili-ikan/,hoax,100
"Wanita ini ngaku dihamili oleh ikan
Wanita ini ngaku dihamili 
Wanita ini
Wanita
Selalu buat sakit",hoax,100
"Sementara itu...

Wanita Ini Ngaku Dihamili oleh Ikan https://law-justice.co/artikel/77390/wanita-ini-ngaku-dihamili-oleh-ikan/",hoax,100
"Wanita ini Mengaku Dihamili Ikan, Pas Diperiksa Dokter Spesialis Trnyata Kista http://dlvr.it/RMVZwY",valid,0
Masker merusak imun tubuh penggunaan dlm jangka panjang dpt mematikan hormon & sel pada tubuh anda,hoax,100
"Pengunaan Masker dalam jangka Panjang dapat Merusak imun tubuh Mematikan Hormon dan Sel

(Komjen PolDrs DharmaPongrekun M.M)",hoax,100
Karena Masker Merusak Imun Tubuh Makhluk Hidup ....,hoax,100
Masker merusak imun tubuh ..,hoax,100
thumbnile: Masker Merusak imun tubuh penggunaan dalam jangka panjang mematikan hormon dan sel,hoax,100
Cek Fakta: Tidak Benar Masker Bisa Merusak Imun Tubuh dan Tidak Aman Bagi Pencegahan Covid-19,valid,0
"Gaiss… Tau nggak Zat BPA yang terkandung di Galon Isi Ulang, ternyata berbahaya bagi Bayi, Balita & Ibu Hamil! Sedihnya lagi, kita di Nina Bobokan selama ini dengan dalih bahwa galon Polikarbonat itu aman dan turut menjaga lingkungan.",hoax,100
"Contohnya : ""Peringatan konsumen, Bahan Kemasan Plastik Galon Isi Ulang air minum ini, mengandung zat BPA yang Berbahaya Bagi Kesehatan Bayi, Balita & Ibu Hamil. Dapat Mempengaruhi Berat Badan Lahir, Perkembangan Harmonal & Perilaki, Hingga Resiko Kanker Dikemudian Hari"".",hoax,100
"Btw ka 
@raisa6690
 mengetahui ngga ya? ada bahaya zat BPA yang terkandung di galon isi ulang? semua negara maju eropa dan negara bagian Amerika sudah melarang penggunaan BPA loh ka,",hoax,100
"Bagi konsumen terutama ibu-ibu yang masih mengonsumsi air minum kemasan yang mengandung BPA, baiknya ditelusuri dulu bahaya kandungan BPA terutama pada bayi balita & ibu hamil untuk alasan kesehatan & pertumbuhan yang lebih baik ya moms.. ",hoax,100
"[SALAH] “Zat BPA yang terkandung di Galon Isi Ulang, Ternyata Berbahaya bagi Bayi, Balita & Ibu Hamil!” 

FAKTANYA, kandungan BPA dalam galon isi ulang TIDAK berbahaya sejauh memenuhi syarat ambang batas aman. Selain itu, …",valid,0
"Tangsel Zona merah
Tangerang Zona hitam
Relieved face
Inhale....
Exhale....
Fiuuuh Wind blowing faceWind blowing faceWind blowing faceUpside-down face",hoax,100
"Haduh mam.. ada yg mnggal karna cvd19 di rumah sakit tempat ayah ku dirawat :"" 

Stay safe semuanya :""
Di Tangerang udah zona hitam",hoax,100
"Kemaren jkt zona hitam, hari ini tangerang juga zona hitam HAHAHA Thumbs upFace with tears of joy yuk cuti",hoax,100
mari pindah ke bekasi depok tangerang dimana zona hitam tak ada halangan untuk aktivitasmu dengan tetap mengingat pesan ibuSparkles,hoax,100
"Beredar pesan di aplikasi WhatsApp bahwa daerah Larangan Utara, Kota Tangerang, berstatus zona hitam. Info itu dipastikan hoax.",valid,0
Mabes Polri memastikan bahwa informasi persyaratan membuat SIM dan SKCK per 1 Juli 2021 harus memiliki surat keterangan sudah divaksinasi adalah hoax. Pihak kepolisian sangat menyayangkan beredarnya informasi hoax tersebut,valid,0
"Katanya vaksin tidak menjamin kekebalan atas virus corona, tapi kok sekarang apa apa kudu harus pake sertifikat vaksin?

Ini sama saktinya sama skck ya?",hoax,100
"Pertama, karna sekarang udh ada peraturan mau ngurus berkas administrasi macem sim, skck, ktp dll harus ada sertifikat vaksin, minimal surat dosis pertama, mau tes pns jg nih, dari pada ribet nanti kalo udh deket hari mending sekarang",hoax,100
"Permisi, numpang tanya.
Apa bener sekarang kalo mau ngurus keperluan di instansi harus ada bukti sertifikat vaksin ?
Misal mau buat skck, harus nunjukin sertifikat vaksin ?
Terima kasih buat yang baca dan yang ngerespon
[TF]",hoax,100
"vaksin kan tida wajib, ngurus skck wajib ada sertifikat vaksin",hoax,100
"Selamat pagi min.
Saya mau mengklarifikasi perihal informasi ini.
Kalau ingin mengurus SIM dan SKCK harus memiliki surat keterangan vaksin itu HOAX. Lantas kenapa di Polres Mamasa, Sulawesi Barat, memberlakukan hal demikian. Maksudnya mewajibkan sertifikat vaksin.?",hoax,100
kalau tak silap lecturer saya ada bgtau. ada certain vaccine sebenarnya mmg ada logam tu. utk stabilize structure dia. tapi kuantiti dia sgt la sikit n tak bahaya utk badan kita,hoax,100
Hmmm dalam vaksin ada dna babi monyet nanah logam hmmm #murung,hoax,100
"Tolong bantu dikasih tahu ke saudara² kita yg kena covid 19..
Ini obat pemberian dari TUHAN yg mudah didapat yg sangat manjur.. 

🥥 1 buah air kelapa     muda 
🍈 1 buah jeruk nipis diperas
🥄1/2 sendok teh garam
🥃 2 sendok madu
Semuanya diaduk dan diminum airnya",hoax,100
"Air kelapa muda kasih
Jeruk nipis
Madu asli
Garam dapur
Dan di minum...

Anti covid alami..
Insyaallah..",hoax,100
"Mencegah Covid-19
Bahan2nya Sbb :

🥥 Air KELAPA MUDA (1 buah) 

🍈 Air JERUK NIPIS (1 buah) 

 🥄 GARAM 1/2
Sendok Teh

🥃 MADU 2 Sendok

Semuanya diaduk dan Minum Airnya.
mudahah-mudahan Semuanya dalam Keadaan Sehat Walafiat.",hoax,100
"Air kelapa muda 1buah, tambah perasan jeruk nipis 1 buah, tambah garam 1/2 sendoh teh, di aduk rata lalu diminum
Insya Allah covid hilang",hoax,100
"Tolong bantu dikasih tahu ke saudara² kita yg kena covid ini obat pemberian YANG MAHA KUASA yg sangat manjur, air kelapa muda 1 biji, peras 1 biji jeruk nipis tambah 1 sendok garam makan, diaduk dan diminum airnya, dijamin 1 jam kemudian virusnya insyaa Alloh akan  hilang",hoax,100
"Info hari ini: mulai besok jam 05.27 kita akan mengalami fenomena Aphelion dimana letak bumi akan sangat jauh dari matahari. kita tidak bisa melihat fenomena tsb, tapi kita bisa merasakan dampaknya, ini akan berlangsung sampai bulan agustus. kita akan mengalami cuaca dingin melebihi cuaca dingin sebelumnya, yang akan berdampak meriang flu,batuk sesak nafas dll. pantes sj aku sakit",hoax,100
"Apakah akhir-akhir ini udara terasa dingin? Jika iya, apakah pengaruh dari Fenomena Aphelion? Fenomena Aphelion adalah fenomena alam ketika posisi bumi berada di titik terjauh dari matahari. Fenomena ini terjadi di bulan Juli - Agustus. Jangan lupa share, like dan comment",valid,0
"Mulai hari ini terjadi ""FENOMENA APHELION""

menjauhnya matahari dari permukaan dari 90.000.000km mnjadi 152.000.000km

Akan terjadi pe bln Agustus di mungkinkan hawa dingin❄Leaf fluttering in wind akan menyelimuti nya... 

Bersiap-siap Kridong wan-kawanSmiling face with open mouth and smiling eyesFolded hands",hoax,100
"Jarak bumi ke matahari perjlnan 5 mnt cahaya atau 90.000.000 km. Fenomena aphelion menjadi 152.000.000 km . 66 % lbh jauh. Jadi hawa lbh dingin, dampaknya ke badan kurang enak karna ga terbiasa dgn suhu ini.
Semoga kita tetap dalam lindungan-Nya amiin. 
",hoax,100
"Mulai hari ini jam 05.27 kita akan mengalami *FENOMENA APHELION*, dimana letak bumi akan sangat jauh dr matahari. Kita tdk bs melihat fenomena tsb, tp kita bs merasakan dampaknya.Ini akan berlangsung sampai bulan Agustus.Kita akan mengalami cuaca yg lebih dingin dari biasanya yang akan berdampak meriang,flu,batuk sesak nafas dll. Oleh Krn itu mari kita semua tingkatkan imun dgn byk2 minum vitamin atau suplemen seperti madu murni agar imun kita kuat dan badan terasa hangat. Smg kita semua selalu ada dlm lindunganNYA. Aamiin. Biasanya Jarak bumi ke matahari perjalanan 5 mnt cahaya atau 90.000.000 km. Saat Fenomena Aphelion menjadi 152.000.000 km . 66% lbh jauh.akibatnya udara akan jauh lebih dingin dari biasanya.
~~Butuh kehangatan lebih dari biasanya nih,~~
YUK PELUKAN BARENG2 BIAR LBH HANGAT😘😉",hoax,100
"Gimana nih? Nemu yg beginian di wag

Swab Uji Tes Antigen Dengan Tetes Air Keran. Dan Apa Yang Terjadi

Air Keran Positif COVID 19... Bagikan Video Ini Sehingga Seluruh Dunia Akhirnya Menyadari Bahwa Tes Ini Benar-Benar Penipuan......",hoax,100
"Swab Uji Tes Antigen Dengan Tetes Air Keran. Dan Apa Yang Terjadi

Air Keran Positif COVID 19... 😱😱😱",hoax,100
Swab Uji Tes Antigen Dengan Tetes Air Keran. Dan Apa Yang Terjadi Air Keran Positif COVID 19... Bagikan Video Ini Sehingga Seluruh Dunia Akhirnya Menyadari Bahwa Tes Ini Benar-Benar Penipuan......,hoax,100
"Swab Uji Tes Antigen Dengan Tetes Air Keran. Dan Apa Yang Terjadi

Air Keran Positif COVID 19... Bagikan Video Ini Sehingga Seluruh Dunia Akhirnya Menyadari Bahwa Tes Ini Benar-Benar Penipuan...... https://twitter.com/RdAinul/status/1383361818286981122/video/1",hoax,100
"Ternyata AIR KERAN bisa positif COVID 19...
😎😎😎👏👏👏",hoax,100
"Air keran dites positif Covid-19? ❌

Alat tes Covid-19 tidak diperuntukkan untuk penggunaan dengan air dan cairan lainnya, kata perusahaan pembuatnya.",valid,0
"Yg buka potensi bahaya sampingan dari vaksin Covid19 sudah disampaikan oleh tim ahli peneliti spti di video tsb,,
Sementara yg masih denial seolah vaksinasi (yg ada saat ini) sbg satu²nya cara yg mujarab memutus mata rantai Covid19, masih berkeluyuran di medsos maupun real life,,",hoax,100
"Hidup steril WAG, baru tau ada video cnn Potensi Bahaya Virus yang beredar terus di WAG. 🤬Thanks to you, orang-orang di sekeliling pada ga mau vaksin karena liat videonya. Is it worth the money?",hoax,100
Tanda kekuasaan yang sebentar lagi akan jatuh. Sebelum pulau Kalimantan dijadikan jaminan hutang RI ke Cina. Untuk itulah si pinokio dipelihara dua periode.,hoax,100
"Katanya cina meminta Pulau Kalimantan sebagai jaminan hutang Negara. 
Secara tidak langsung Negeri ini akan di jajah secara perlahan :')
#IndonesiaKolaps",hoax,100
Beredar kabar ia letakkan jabatan presiden setelah berhasil jadikan pulau Kalimantan sbg jaminan hutang ke cina. Hal yang biasa dikerjakan seorang kamerad PKI.,hoax,100
"Pemimpin China mau ke Indonesia, minta Pulau Kalimantan sebagai jaminan hutang.

Dikira suku Kalimantan ga doyan apa daging orang cina Face with tears of joy .",hoax,100
Ini hutang negara diputar main slot atau gimana? Gak keliatan hasilnya🤣 sampai2 isu pulau kalimantan jadi jaminan hutang negara😂,hoax,100
"Kamu jangan makan mie instan mulu kenapa
Enak yang gimana dong nagih
Iya tapi tu ga sehat soalnya mie tu ada msgnya, terus tau ga knp bisa lengket gitu? Karena ada lilinnya mana banyak pengawetny-",hoax,100
Tanpa gua sadari didalem perut gua ada banyak zat lilinnya -_- tiap hari makan mie instan mulu.,hoax,100
"Emg ada zat lilinnya..makanya mie rapet2 RT 
@yeahmahasiswa
: MI INSTAN MENGANDUNG LILIN?? *ngepet* (cont) http://tl.gd/k48uu3",hoax,100
"Iya.. aku mau sih makan mie instan tp hrs keadaan bener2 panas. Kalo udah dingin aku langsung mual,,duh. Iya makan mie instan katanya ni gak boleh tiap hr krn mie sulit di cernah krn ada lapisan lilinnya,dia bru bs lumat 2 hari. Jd kalo makan 2hr skali boleh..😊",hoax,100
"Mimin beneran asli nyesel kok solotizen apabila habis makan mie instan, soale kan gak baek krn ada lapisan lilinnya",hoax,100
Mie instan ada kandungan lilin that's why jd keras wkt di kemasan. Klo nggak gnti air rebusannya…berarti ada lilinnya di kuah mie kamu :(,hoax,100
"Chemtrail (Chemical Trail) bisa nyebarin penyakit aneh dalam satu daerah bahkan negara akibat virus lewat udara yg tak terlihat. Mungkinkah apa yg terjadi di China juga gara2 ini? Hakikatnya emg dari Allah, tpi Allah juga pasti ngasih sebab-akibat buat pelajaran manusia. Wake up!",hoax,100
Chemical Trail : upaya pesawat asing membuat semburan/awan buatan di langit Indonesia untuk menyebarka virus,hoax,100
"liciknya para pembuat obat ya gitu,pake gunain chemical trail. penebar virus . biar obatnya dibeli",hoax,100
"MGKN INI BIANG PENYEBAR VIRUS ITU.. 
Saya dpt info ini seminggu yg lalu ada pesawat jet melintas 
Saya baru ngeh dan teringat cerita dari seorang Teman yg paham soal Teori Konspirasi ""CHEMTRAIL"" ..
 
Dan setelah itu mendadak covid merajalela
😲😳",hoax,100
"Asap virus(chemtrail),tebar penyakit lagi..penyakit..lagi..hmm",hoax,100
"hati hati dengan chemtrail, asap yg dikeluarkan pesawat untuk penyebaran virus ,,",hoax,100
"Lagi satu dakyah, “sapa yang ambil vaksin akan mati 2 tahun lagi” 
Boleh perbanyak amal ibadat la dah taw bila nak mati 😂",hoax,100
"Tetangga cerita: orang yang vaksin akan mati 2 tahun lagi.

Etdah yang bikin statement siapa sih? Perasaan makin dianeh-anehin aja itu topik. -_-

Emang ya, akhir zaman astaghfirullah banget. Ngga ada yang bisa dipercaya selain Allah.Pensive face",hoax,100
"Anti vax : siapa yang ambik vaksin ni kita semua akan mati lagi 2 tahun. 

*sambil hisap rokok dblend",hoax,100
"....setelah diinfus vaksin orang akan mati 2/3 tahun berikutnya

tt-tapi siapa yg vaksin lewat infus?? Emang ada ya vaksin lewat infus?",hoax,100
"Ini katanya semua yg sudah di vaksin akan mati dlm 2 tahun... Klo bisa bertahan 3 tahun itu bonus 
Wallahu a'lam...",hoax,100
"Warung Makan pas jualan makanan kena pajak. 
Pas beli bahan pangannya - ada rencana kena pajak 12% 🙃
dan bukankah penghasilan kita sdh kena pajak,
sama halnya buat apa kendaraan bermotor kena pajak tahunan, jika sudah ada pajak lima tahunan.
saya bingung,
saya bingung.",hoax,100
"Gak habis pikir saja. Gaji sudah di pajak (PPH) ,sisa gaji yang sudah dipajak jika buat beli makanan msh dipajak lagi, sisanya gaji ditabung untuk beli barang entah rumah, elektronik, kena pajak lagi. Sekarang untuk beli sembako kena PPN 12%.",hoax,100
PPN 12% untuk bahan makanan dapur. Wow pemerintahan RI seperti zaman Raja Luis XV di Perancis yang menarik pajak dari orang miskin sementara penguasa hidup berlimpah kemewahan,hoax,100
"Pajak naik dr 10% ke 12% 
Jujur buat pengusaha makanan,10% tuh kadang ga di bebankan ke konsumen ,karena harga sangat bersaing ,akhirnya kita subsidi silang 
Kalo naik ke 12% , pengusaha FnB bakal banyak yg di tagih orang pajak deh kayanya",hoax,100
"JNCK nggilani pajak sembako sampe 12%, pajak makanan fastfood aja 10%",hoax,100
"Pajak kendaraan 0%, pajak makanan pokok 12%. Belajar makan onderdil dari sekarang",hoax,100
"Menurut para dokter"" untuk membunuh covid-19 kita memerlukan 70% alkohol dan di dalam 1 botol amer terdapat 15% alkohol oleh sebab itu kira memerlukan 6 botol amer untuk kita minum setiap hari agar kita terhindari dari covid-19 selamat mencoba dan semoga sehat selalu
#candasyg",hoax,100
"Alkohol dapat membunuh covid 19.
Amer mengandung alkohol.
Brarti minum amer bisa membunuh covid 19 dlm tubuh.",hoax,100
"Ciu bang.. Karena jika ada yg terkena covid 19 jangan takut minum ciu, karena alkohol dapat membunuh virus itu karena alkohol dalam ciu itu sangat tinggi sehingga membuat kita terbang dan covid 19 pun terbang juga , ke nera",hoax,100
Sanitizer mampu membunuh kuman/virus kan? Dlm sabitizert tu mengandungi alkohol kan? Patut la ramai pemandu mabuk minum arak. Diaorg cuba nak bunuh kuman/virus covid dari dalam tubuh mereka.,hoax,100
"PENTING !
Minum Alkohol Secara Berlebihan, Tidak akan membunuh virus Corona yang masuk ke dalam tubuh

FAKTA
Minum Alkohol Tidak Melindungimu Dari Covid-19, justru itu akan MEMBAHAYAKAN kesehatanmu",valid,0
"Kelor, daun mungil yang besar manfaatnya : Membersihkan racun dalam tubuh (detoks), memperbaiki pencernaan, anti kolestrol, anti diabet, anti hipertensi, memperbaiki proses pencernaan, meningkatkan energi dan daya tahan tubuh, menghilangkan sembelit,  mempercepat penyembuhan luka",hoax,100
"KEAMPUHAN DAN KHASIAT DAUN KELOR:

• Detoksifikasi (membersihkan racun)
• Anti Maag
• Anti Tumor
• Anti Depresan... http://fb.me/1nkhL7C7l",hoax,100
"Teh celup daun kelor ,bisa mendetox racun didalam tubuh ,seperti divideo ,teh ini men detox racun didalam bihun ya ,tnggu apa lagi 
Yuk di order
https://shopee.co.id/product/127282564/6653014511?smtt=0.0.9
@FFOODFESS
 
@FoodFessID
 
@foodfess2

#foodfess2
#ffoosfess
#foodfessid",hoax,100
RACUN YG ADA PADA MIE INSTAN BISA DINETRALKAN DG DAUN KELOR.  BISA JADI LOGAM YG DIPAKAI SUSUK MENGANDUNG RACUN SEHINGGA KALAU MAKAN SAYUR KELOR SUSUK BISA AMBYAR HEE HEE,hoax,100
Daun kelor dapat membersihkan racun dalam tubuh selengkapnya tonton di YouTube https://youtu.be/2rk75D3eknQ,hoax,100
"PILIH SEGAR ATAU KERING KONSUMSI DAUN KELOR

Siapa yang tidak kenal daun kelor saat ini. Pasti semua sudah tahu manfaat besar pohon ajaib ini. Berbagai keluhan kesehatan dapat di atasi dengan mengkonsumsi daun kelor. Membersihkan racun dalam tubuh (detoks) juga sangat ampuh",hoax,100
"Daun kelor penetralisir racun di tubuh , insya Allah",hoax,100
"jadi inget temen yg keukeuh ga mau divaksin karena katanya dimasukin racun, pas gue ngeluh sakit kepala setelah vaksin temen dengan enteng nya bilang kalau racun itu dimasukin dalam tubuh gue makanya bikin sakit ehh gak lama dia positif :)",hoax,100
"liat2 komen,ktmu yg ini

""Coba pake LOGIKA,... Aids 40 th blom ada vaksin, flu spanyol sudah ribuan th gak di temukan vaksin,.. ehh. Corona yg baru 1 thn muncul vaksin,... Racun yg ada"".",hoax,100
"Ingat, Vaksin itu racun bukan malah bikin orang sehat malah sakit dari obat Vaksin tersebut, catat.",hoax,100
LH ada org kata vaksin ni racun lk Relieved faceRelieved faceRelieved face,hoax,100
Vaksin = Racun dari DAJJAL Double exclamation mark,hoax,100
"TEH DARI AKAR ( DANDELION ), BISA BUNUH SEL KANKER HANYA 48 JAM,! BEGINI CARA MERACIK RAMUANYA.

Kabar baik,... http://fb.me/6OLjt6fMN",hoax,100
"#Share Ternyata, Daun dan Akar Dandelion Bersifat Anti Kanker: Menurut penelitian, tanaman ini memiliki sifat ... http://bit.ly/1Hsblv4",hoax,100
"Subhanallah, Hanya Dalam 48 Jam Akar Dandelion Bisa Bunuh Sel Kanker..!! http://youtu.be/7wIeI3pRYHg?a",hoax,100
"DAHSYAT,!! TEH DARI AKAR ( DANDELION ), BISA BUNUH SEL KANKER HANYA 48 JAM,! BEGINI CARA MERACIK RAMUANYA. http://updateterbaruu.tk/index.php/2015/11/03/dahsyat-teh-dari-akar-dandelion-bisa-bunuh-sel-kanker-hanya-48-jam-begini-cara-meracik-ramuanya/",hoax,100
Pernah baca sebuah jurnal dr Univesitas Windsor canada katanya ekstrak akar bunga dandelion bs jd obat kanker..,hoax,100
Akar Dandelion Bisa Bunuh Sel Kanker dalam 48 Jam - Sebuah ramuan super bisa membunuh sel-sel kanker dalam wakt... http://ow.ly/pDEr507G3GE,hoax,100
KaskusBerita: Akar Dandelion Bisa Bunuh Sel Kanker dalam 48 Jam https://goo.gl/fb/Ly7sdG #breakingnewshealth,hoax,100
"Peringatan pemerintah
Merokok dapat merugikan kesehatan

Fatwa MUI
Asbak Rokok Halal",hoax,100
"Asbak dilabel HALAL tapi rokok haram, njuk nggo ngopoooo. MUI lucu",hoax,100
"Buat para kiai yg masih merokok, mungkin status hukum merokok makruh atau haram, tapi yg penting asbaknya sudah halal Folded handsSmiling face with smiling eyes",hoax,100
MUI kepengurusan yg lalu memang nyleneh...ngeluarin sertifikasi halal produk asbak...padahal mengharamkan rokok...ada pula sandal bersertifikasi halal...itu namanya apa...paham agama apa ga...kalo saya melihat sih..dulu MUI  itu sering di tunggangi penunggang hahahaha,hoax,100
"MUI tidak pernah memberikan label halal pada asbak rokok.

Selengkapnya di https://bit.ly/35AAb1F #LawanHoax",valid,0
"Perda jomblo : Batas usia jomblo hanya 25 taun, lewat itu suntik mati =))",hoax,100
"Klo pemerintah bikin peraturan maksimal jomblo sampe umur 25 dan klo lebih dr itu bakal suntik mati, klean mau ngapain?",hoax,100
"Tahun 2021,
bagi yg jomblo maupun single, harap segera utk memiliki pasangan, karena kalo tdk memiliki pasangan bakal di suntik mati.

SekianFace with tears of joy",hoax,100
"healtheducation: Suntik Mati Buat Jomblo Usia 25, Ternyata Hoax. In... https://healthinfoc.blogspot.com/2019/06/suntik-mati-buat-jomblo-usia-25.html?spref=tw",valid,0
"Barakallah ustadz, tolong pak ustadz buat tweet buat netizen "" kalau mau beli mushab atau install aplikasi Alquran digital, pastikan terjemahan Al Maidah 51, kata wali yg artinya PEMIMPIN bukan Teman Setia, soalnya saat ini banyak beredar mushab Al Qur'an yg artinya diselewengkan",hoax,100
"Malem2 ngaji ada yg aneh....di Qur'an yg sama, kata ""aulia"" disurah al-a'raf:3 diterjemahkan sebagai pemimpin...sementara di al maidah:51, diterjemahkan sebagai teman setia.....",hoax,100
"@adihidayat_fans
 Al Qur'an yg ust promosikan terjemahannya sudah dipalsukan ya, pada Surat Al Ma'idah ayat 51 dari PEMIMPIN dirobah menjadi TEMAN SETIA, kenapa begitu ust.?",hoax,100
Yg ini lebih parah lagi pak ustad..Al-Maidah 51,hoax,100
"Tolong share sahabat timeline!
Semenjak si yakut jadi mentri AGAMA!
TERJEMAHAN AL QUR""AN DIMEDIA ONLINE PUN DIA TUKAR!
Hallo 
@Kemenag_RI
 
Kok terjemahan AL MAIDAH AYAT 51 DI KEMENAG
BERUBAH! 
PEMIMPIN DITUKAR AMA TEMAN SETIA.
#RezimKleptoPredatorIslam 
#JokowiHarusLengser",hoax,100
"youtu.be/aCXvW3pqNoY
Ini om disimak dulu, kmrn ane juga nemu berita tentang Al-Madinah/51 dan ane cek  Al Qur'an terjemahan yg baru memang betul ada salah satu arti yg berbeda dengan Al Qur'an terjemahan lama, yaitu kata ""pemimpin-pemimpin"" berubah menjadi ""teman setia""",valid,0
"Valid!
#lokerupdate #loker #lokercot
PT Freeport Indonesia - Fresh Graduate Program",hoax,100
"@utheanne
 RT @CareerFEUI: #LOKER PT.FREEPORT INDONESIA https://pic.twitter.com/Tv0XGRkzFB",hoax,100
"freeport buka lowongan kerja, satu indonesia tau Face with tears of joy",hoax,100
"Ada Lowongan Kerja Terbaru di Freeport Indonesia, Ini Dia Syaratnya https://magsberita287627629.wordpress.com/2018/04/10/ada-lowongan-kerja-terbaru-di-freeport-indonesia-ini-dia-syaratnya/",hoax,100
Lowongan Kerja PT Freeport Indonesia 2020 https://ihqm.openings.co/#!/job-view/lowongan-kerja-pt-freeport-indonesia-2020-paniai-papua-indonesia-nduga-papua-indonesia-nabire-papua-indonesia-mimika-papua-indonesia-papua-merauke-papua-mappi-mamberamo-tengah-papua-indonesia-2020030606520129/?source=share-twitter&v=1588167979557,hoax,100
"[ INFO KARIER ]

Haloo Sobat FEBSparkles

Ada kabar gembira nih untuk kalian para pemburu loker!

Lowongan kerja kali ini datang dari PT Freeport Indonesia. Gimana, tertarik melamar? yuk langsung aja cuss cermati info lengkapnyaWinking face

Black small squareDeadline Pendaftaran: 7 Juni 2021",hoax,100
"Besok jualan gelang power balance ah.

Tentu buat melawan covid",hoax,100
Butuh gelang power balance. Buat ikhtiar penangkal covid. Loudly crying face,hoax,100
mengenakan gelang power balance dapat mencegah penularan covid-19.,hoax,100
